Universidad,Carrera,Cuatrimestre,Periodo,Materia
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Control Avanzado
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Ingeniería Asistida por Computadora
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Inglés VIII
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Proyecto Integrador III
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Sistemas Eléctricos Industriales
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Sistemas de Manufactura Flexible
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),10,X (Estadía Ingeniería),ESTADÍA INGENIERÍA MECATRÓNICA (600 hrs)
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),0,0 (Inmersión/Propedéutico),Cuatrimestre de Inmersión
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),0,0 (Inmersión/Propedéutico),Desarrollo Sostenible
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),0,0 (Inmersión/Propedéutico),Desarrollo de Competencias Globales
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),0,0 (Inmersión/Propedéutico),Introducción a la Lengua Inglesa
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),0,0 (Inmersión/Propedéutico),Tutorías BIS
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),1,Cuatrimestre 1,Fundamentos Matemáticos
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),1,Cuatrimestre 1,Fundamentos de Programación
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),1,Cuatrimestre 1,Fundamentos de Redes
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),1,Cuatrimestre 1,Física
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),1,Cuatrimestre 1,Inglés I
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),2,Cuatrimestre 2,Conmutación y Enrutamiento de Redes
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),2,Cuatrimestre 2,Cálculo Diferencial
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),2,Cuatrimestre 2,Inglés II
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),2,Cuatrimestre 2,Probabilidad y Estadística
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),2,Cuatrimestre 2,Programación Estructurada
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),2,Cuatrimestre 2,Sistemas Operativos
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),3,Cuatrimestre 3,Base de Datos
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),3,Cuatrimestre 3,Cálculo Integral
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),3,Cuatrimestre 3,Inglés III
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),3,Cuatrimestre 3,Programación Orientada a Objetos
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),3,Cuatrimestre 3,Proyecto Integrador I
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),3,Cuatrimestre 3,Tópicos de Calidad para el Diseño de Software
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),4,Cuatrimestre 4,Centro de Datos
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),4,Cuatrimestre 4,Cálculo de Varias Variables
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),4,Cuatrimestre 4,Escalabilidad de Redes
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),4,Cuatrimestre 4,Infraestructura de Redes de Datos
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),4,Cuatrimestre 4,Inglés IV
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),4,Cuatrimestre 4,Programación de Redes
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),4,Cuatrimestre 4,Ética Profesional
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),5,Cuatrimestre 5,Conexión de Redes WAN
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),5,Cuatrimestre 5,Cómputo en la Nube
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),5,Cuatrimestre 5,Ecuaciones Diferenciales
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),5,Cuatrimestre 5,Inglés V
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),5,Cuatrimestre 5,Proyecto Integrador II
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),5,Cuatrimestre 5,Seguridad en Redes
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),6,VI (Estadía TSU),ESTADÍA TSU EN INFRAESTRUCTURA DE REDES DIGITALES (600 hrs)
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),7,Cuatrimestre 7,Formulación de Proyectos de Tecnología
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),7,Cuatrimestre 7,Fundamentos de Inteligencia Artificial
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),7,Cuatrimestre 7,Habilidades Gerenciales
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),7,Cuatrimestre 7,Inglés VI
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),7,Cuatrimestre 7,Optativa I
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),7,Cuatrimestre 7,Seguridad Informática
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),7,Cuatrimestre 7,Ética y Legislación en Tecnologías de la Información
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),8,Cuatrimestre 8,Administración de Servidores
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),8,Cuatrimestre 8,Electrónica Digital
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),8,Cuatrimestre 8,Gestión de Proyectos de Tecnología
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),8,Cuatrimestre 8,Informática Forense
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),8,Cuatrimestre 8,Inglés VII
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),8,Cuatrimestre 8,Optativa II
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),8,Cuatrimestre 8,Programación para Inteligencia Artificial
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),9,Cuatrimestre 9,Ciencia de Datos
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),9,Cuatrimestre 9,Evaluación de Proyectos de Tecnología
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),9,Cuatrimestre 9,Inglés VIII
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),9,Cuatrimestre 9,Internet de las Cosas
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),9,Cuatrimestre 9,Optativa III
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),9,Cuatrimestre 9,Proyecto Integrador III
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),9,Cuatrimestre 9,Tecnologías Disruptivas
UT Matamoros - Modalidad BIS,Ing. En Ti E Innovación Digital (Bis),10,X (Estadía Ingeniería),ESTADÍA INGENIERÍA EN TI E INNOVACIÓN DIGITAL (600 hrs)
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),1,Cuatrimestre 1,Dibujo Industrial
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),1,Cuatrimestre 1,Fundamentos Matemáticos
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),1,Cuatrimestre 1,Probabilidad y Estadística
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),2,Cuatrimestre 2,Control de Calidad
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),2,Cuatrimestre 2,Física
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),2,Cuatrimestre 2,Metrología
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),2,Cuatrimestre 2,"Seguridad, Higiene y Medio Ambiente"
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),3,Cuatrimestre 3,Comunicación y Habilidades Digitales
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),3,Cuatrimestre 3,Cálculo Diferencial
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),3,Cuatrimestre 3,Inglés I
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),3,Cuatrimestre 3,Química Básica
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),4,Cuatrimestre 4,Estudio del Trabajo
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),4,Cuatrimestre 4,Habilidades Socioemocionales y Manejo de Conflictos
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),4,Cuatrimestre 4,Inglés II
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),4,Cuatrimestre 4,Procesos de Fabricación
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),5,Cuatrimestre 5,Costos de Producción
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),5,Cuatrimestre 5,Cálculo Integral
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),5,Cuatrimestre 5,Desarrollo del Pensamiento y Toma de Decisiones
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),5,Cuatrimestre 5,Inglés III
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),5,Cuatrimestre 5,Proyecto Integrador I
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),6,VI (Estadía TSU),Cálculo de Varias Variables
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),6,VI (Estadía TSU),Ingeniería Económica
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),6,VI (Estadía TSU),Ingeniería de Planta y Estudio del Trabajo
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),6,VI (Estadía TSU),Tecnologías de Transformación de Materiales
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),6,VI (Estadía TSU),Ética Profesional
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),7,Cuatrimestre 7,Admón. y Control de la Calidad
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),7,Cuatrimestre 7,Ecuaciones Diferenciales
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),7,Cuatrimestre 7,Inglés IV
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),7,Cuatrimestre 7,Liderazgo de Equipos de Alto Desempeño
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),7,Cuatrimestre 7,Sistemas de Manufactura Aplicada
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),8,Cuatrimestre 8,Admón. y Control de Operaciones
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),8,Cuatrimestre 8,Gestión Ambiental en Procesos Industriales
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),8,Cuatrimestre 8,Inglés V
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),8,Cuatrimestre 8,Proyecto Integrador II
UT Matamoros - Modalidad BIS,Ing. Industrial (Bis),9,Cuatrimestre 9,ESTADÍA TSU EN PROCESOS PRODUCTIVOS (600 hrs)
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),0,0 (Inmersión/Propedéutico),Cuatrimestre de Inmersión
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),0,0 (Inmersión/Propedéutico),Desarrollo Sostenible
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),0,0 (Inmersión/Propedéutico),Desarrollo de Competencias Globales
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),0,0 (Inmersión/Propedéutico),Introducción a la Lengua Inglesa
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),0,0 (Inmersión/Propedéutico),Tutorías BIS
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),1,Cuatrimestre 1,Fundamentos Pedagógicos de la Educación
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),1,Cuatrimestre 1,Fundamentos de Matemáticas
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),1,Cuatrimestre 1,Inglés I
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),1,Cuatrimestre 1,La Educación en México
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),1,Cuatrimestre 1,Psicología Educativa y Etapas del Desarrollo
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),2,Cuatrimestre 2,Diseño de Material Didáctico I
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),2,Cuatrimestre 2,Evaluación del Proceso de Enseñanza - Aprendizaje
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),2,Cuatrimestre 2,Inglés II
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),2,Cuatrimestre 2,Metodología de la Didáctica I
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),2,Cuatrimestre 2,Metodología de la Investigación
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),2,Cuatrimestre 2,Probabilidad y Estadística Aplicadas a la Educación
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),3,Cuatrimestre 3,Diseño de Material Didáctico II
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),3,Cuatrimestre 3,Inglés III
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),3,Cuatrimestre 3,Instrumentos de Evaluación
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),3,Cuatrimestre 3,Metodología de la Didáctica II
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),3,Cuatrimestre 3,Planeación Educativa
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),3,Cuatrimestre 3,Proyecto Integrador I
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),4,Cuatrimestre 4,Diseño de Situaciones de Aprendizaje I
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),4,Cuatrimestre 4,Enseñanza de Estructura Gramatical Inglesa
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),4,Cuatrimestre 4,Estrategias de Enseñanza de la Lengua Inglesa I
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),4,Cuatrimestre 4,Fonética
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),4,Cuatrimestre 4,Inglés IV
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),4,Cuatrimestre 4,Metodología de la Enseñanza de Contenidos
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),4,Cuatrimestre 4,Ética Profesional
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),5,Cuatrimestre 5,Diseño de Situaciones de Aprendizaje II
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),5,Cuatrimestre 5,Enseñanza de Habilidades Productivas
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),5,Cuatrimestre 5,Enseñanza de Habilidades Receptivas
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),5,Cuatrimestre 5,Estrategias de Enseñanza de la Lengua Inglesa II
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),5,Cuatrimestre 5,Inglés V
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),5,Cuatrimestre 5,Proyecto Integrador II
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),6,VI (Estadía TSU),ESTADÍA TSU EN ENSEÑANZA DEL IDIOMA INGLÉS (600 hrs)
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),7,Cuatrimestre 7,Administración Educativa
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),7,Cuatrimestre 7,Habilidades Gerenciales
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),7,Cuatrimestre 7,Inglés VI
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),7,Cuatrimestre 7,Investigación Evaluativa
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),7,Cuatrimestre 7,Política Educativa
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),7,Cuatrimestre 7,Psicolingüística
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),7,Cuatrimestre 7,Psicopedagogía
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),8,Cuatrimestre 8,Administración Escolar
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),8,Cuatrimestre 8,Diseño Curricular
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),8,Cuatrimestre 8,Evaluación Educativa
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),8,Cuatrimestre 8,Gestión Educativa I
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),8,Cuatrimestre 8,Inglés VII
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),8,Cuatrimestre 8,Negociación Empresarial
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),8,Cuatrimestre 8,Planeación y Organización de Proyectos
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),9,Cuatrimestre 9,Calidad en las Instituciones Educativas
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),9,Cuatrimestre 9,Diseño Instruccional
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),9,Cuatrimestre 9,Diseño de Entornos Digitales Colaborativos
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),9,Cuatrimestre 9,Gestión Educativa II
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),9,Cuatrimestre 9,Gestión y Administración de Proyectos y de Personal
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),9,Cuatrimestre 9,Inglés VIII
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),9,Cuatrimestre 9,Proyecto Integrador III
UT Matamoros - Modalidad BIS,Lic. En Educación (Bis),10,X (Estadía Ingeniería),ESTADÍA LICENCIATURA EN EDUCACIÓN (600 hrs)
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,1,Cuatrimestre 1,Comunicación y habilidades digitales
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,1,Cuatrimestre 1,Desarrollo humano y valores
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,1,Cuatrimestre 1,Dibujo asistido por computadora
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,1,Cuatrimestre 1,Energía y desarrollo sostenible
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,1,Cuatrimestre 1,Fundamentos matemáticos
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,1,Cuatrimestre 1,Física
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,1,Cuatrimestre 1,Inglés
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,2,Cuatrimestre 2,Circuitos eléctricos
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,2,Cuatrimestre 2,Cálculo diferencial
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,2,Cuatrimestre 2,Diagnósticos energéticos
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,2,Cuatrimestre 2,Habilidades socioemocionales y manejo de conflictos
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,2,Cuatrimestre 2,Inglés II
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,2,Cuatrimestre 2,Probabilidad y estadística
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,2,Cuatrimestre 2,Seguridad y medio ambiente
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,3,Cuatrimestre 3,Cálculo integral
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,3,Cuatrimestre 3,Desarrollo del pensamiento y toma de decisiones
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,3,Cuatrimestre 3,Electrónica industrial
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,3,Cuatrimestre 3,Inglés III
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,3,Cuatrimestre 3,Instalaciones eléctricas industriales
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,3,Cuatrimestre 3,Proyecto integrador I
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,3,Cuatrimestre 3,Temas selectos de química
UT Nuevo Laredo,Ing. En Energía Y Desarrollo Sostenible,4,Cuatrimestre 4,Ciencia e ingeniería de materiales
